#Fecha,Importe,Orgánica,Aplicación,Económica,Tercero,Nombre Ter.,Texto Libre
2012-05-29,97.43,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN AV MAR EGEO S/N, C.P RAMON BAILLO -CALD-,CONSUMO PERIODO 11.08.11 AL 13.09.11"
2012-05-29,98.73,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL FUENTECILLA 18, C.P. NTRA.SRA. DEL ROSARIO, PERIODO 06.04.11 AL 11.05.11"
2012-05-29,100.38,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,CONSUMO DE GAS DEL 08/06/11 AL 11/07/11 EN CALDERA C.P.RAMÓN BAILLO.
2012-05-29,100.38,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,CONSUMO DE GAS DEL 08/06/11 AL 11/07/11 EN CUARTO CALDERAS C.P.LÓPEZ DE LERENA.
2012-05-29,100.38,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,CONSUMO DE GAS DEL 08/06/11 AL 11/07/11 EN CUARTO CALDERAS C.P.ROMÁN BAILLO.
2012-05-29,100.45,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN PSO DEL PRADO 53, E.I. PARAISOS, PERIODO 23.03.11 AL 25.05.11"
2012-05-29,101.89,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL VALLE DE SAN SEBASTIAN, C.P FUENTE VILLA -CALDERAS-,CONSUMO PERIODO 11.08.11 AL 13.09.11"
2012-05-29,101.89,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL ARTEMISA S/N, CP PEDRO A.ALARCON -CALD-,CONSUMO PERIODO 11.08.11 AL 13.09.11"
2012-05-29,101.89,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL FUENTECILLA 18, C.P NTRA SRA DEL ROSARIO -COCN-,CONSUMO PERIODO 11.08.11 AL 13.09.11"
2012-05-29,103.33,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CNO VENTANILLA 12, C.P. PEDRO LOPEZ DE LERENA, PERIODO 06.04.11 AL 11.05.11"
2012-05-29,103.33,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL DUQUE DE LERMA 10, C.P FRAY PEDRO AGUADO -CALDERAS-,CONSUMO PERIODO 05.08.11 AL 09.09.11"
2012-05-29,103.33,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL DUQUE DE LERMA 10, C.P.FRAY PEDRO AGUADO, PERIODO 06.04.11 AL 11.05.11"
2012-05-29,104.98,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,CONSUMO DE GAS DEL 08/06/11 AL 11/07/11 EN CUARTO CALDERAS C.P.ALARCÓN.
2012-05-29,104.98,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,CONSUMO DE GAS DEL 08/06/11 AL 11/07/11 EN CUARTO CALDERAS 1 DEL C.P.FUENTE DE LA VILLA.
2012-05-29,110.01,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL FUENTECILLA 18, C.P NTRA SRA DEL ROSARIO, CONSUMO PERIODO 05.08.11 AL 13.09.11"
2012-05-29,115.24,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN PSO DEL PRADO 53, E.I. PARAISOS, PERIODO 19.01.11 AL 23.03.11"
2012-05-29,120.86,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL ARTEMISA S/N, C.P. ALARCON, PERIODO 08.02.11 AL 10.02.11"
2012-05-29,121.73,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL PIZARRO S/N, C.P. VICENTE ALEIXANDRE, PERIODO 06.04.11 AL 11.05.11"
2012-05-29,121.73,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,CONSUMO DE GAS DEL 08/06/11 AL 12/07/11 EN C.P.VICENTE ALEIXANDRE.
2012-05-29,123.16,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL DUQUE DE LERMA 10, C.P FRAY PEDRO AGUADO -CALDERAS-,CONSUMO PERIODO 22.07.11 AL 23.09.11"
2012-05-29,123.46,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CNO VENTANILLA 12, C.P. LERENA, PERIODO 08.02.11 AL 10.02.11"
2012-05-29,125.08,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL PIZARRO S/N, C.P VICENTE ALEIXANDRE -COCINAS-, CONSUMO PERIODO 21.07.11 AL 21.09.11"
2012-05-29,133.89,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL FUENTECILLA 18, CP NTRA SRA. DEL ROSARIO, PERIODO 13.09-07.10 2011"
2012-05-29,135.64,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL PIZARRO S/N, CP VICENTE ALEIXANDRE,CONSUMO PERIODO 04.08.11 AL 12.09.11"
2012-05-29,137.05,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL LIBERTAD 108, E.I JACARANDA, PERIODO 08.02.11 AL 10.02.11"
2012-05-29,140.18,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL VALLE DE SAN SEBASTIAN 8, C.P. FUENTE DE LA VILLA, PERIODO 08.02.11 AL 10.02.11"
2012-05-29,143.59,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL ARTEMISA S/N, C.P. ALARCON, PERIODO 08.02.11 AL 10.02.11"
2012-05-29,146.05,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,CONSUMO DE GAS DEL 08/06/11 AL 07/07/11 EN CUARTO CALDERAS DEL C.P.FRAY PEDRO AGUADO.
2012-05-29,150.23,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL ARTEMISA S/N, C.P PEDRO A ALARCON -CALD-, CONSUMO PERIODO 11.07.11 AL 11.08.11"
2012-05-29,154.57,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL VALLE DE SAN SEBASTIAN 8, C.P. FUENTE DE LA VILLA, PERIODO 08.02.11 AL 10.02.11"
2012-05-29,155.06,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN AV DE MAR EGEO 7, C.P. ROMAN BAILLO PERIODO 25.11.10 AL 19.01.11"
2012-05-29,156.65,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN AV DE HISPANOAMERICA 7 , UNED, PERIODO 11.05 AL 07.06  2011"
2012-05-29,157.86,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,CONSUMO DE GAS DEL 08/06/11 AL 11/07/11 EN CUARTO CALDERA C.P.RUIZ DE ALARCÓN.
2012-05-29,157.86,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,CONSUMO DE GAS DEL 08/06/11 AL 11/07/11 CUARTO CALDERAS C.P.FUENTE DE LA VILLA.
2012-05-29,158.34,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL FUENTECILLA 18, C.P NTRA SRA DEL ROSARIO COCINAS, PERIODO 09.07.11 AL 11.08.11"
2012-05-29,159.51,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN AV MAR EGEO 7, C.P. ROMAN BAILLO, PERIODO 08.02.11 AL 10.02.11"
2012-05-29,160.4,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,CONSUMO DE GAS DEL 08/06/11 AL 08/07/11 EN COCINA C.P.NTRA.SRA.DEL ROSARIO.
2012-05-29,167.21,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL ARTEMISA 2 , CP ALARCON, PERIODO 22.03 AL 24.05  2011"
2012-05-29,168.15,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN PSO DEL PRADO 28, C.P. CRISTO DE LA SALUD, PERIODO 08.02.11 AL 10.02.11"
2012-05-29,170.37,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN VALLE DE SAN SEBASTIAN 8, C.P FUENTE DE LA VILLA CALDERAS, PERIODO 12.07.11 AL 11.08.11"
2012-05-29,173.25,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN AV HISPANOAMERICA 7, ESCUELA DE MUSICA Y UNED -CALD-,CONSUMO PERIODO 08.07.11 AL 11.08.11"
2012-05-29,173.59,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL DUQUE DE LERMA 10, C.P FRAY P AGUADO COCINAS, PERIODO 26.05.11 AL 22.07.11"
2012-05-29,182.78,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL FUENTECILLA, C.P. ROSARIO, PERIODO 08.02.11 AL 10.02.11"
2012-05-29,183.76,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL VALLE DE SAN SEBASTIAN, C.P FUENTE VILLA -CALDERAS-,CONSUMO PERIODO 11.07.11 AL 11.08.11"
2012-05-29,185.48,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL ARTEMISA S/N, E.I LOS OLIVOS CALDERAS, PERIODO 12.07.11 AL 11.08.11"
2012-05-29,200.71,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL ARTEMISA 2, C.P. ALARCON, PERIODO 24.11.10 AL 18.01.11"
2012-05-29,201.27,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL FUENTECILLA 18 , CP NTRA SRA DEL ROSARIO, PERIODO 11.05 AL 07.06  2011"
2012-05-29,203.16,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN AV HISPANOAMERICA 7, UNED, PERIODO 08.02.11 AL 10.02.11"
2012-05-29,208.48,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN AV MAR EGEO 7, C.P ROMAN BAILLO CALDERAS, PERIODO 12.07.11 AL 11.08.11"
2012-05-29,217.51,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN AV MAR EGEO 7, C.P. ROMAN BAILLO, PERIODO 08.02.11 AL 10.02.11"
2012-05-29,240,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN AV MAR EGEO S/N, C.P RAMON BAILLO -CALD-,CONSUMO PERIODO 11.07.11 AL 11.08.11"
2012-05-29,242.3,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL FUENTECILLA 18, C.P. NTRA SRA DEL ROSARIO, PERIODO 10.02.11 AL 04.03.11"
2012-05-29,277.34,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL DUQUE DE LERMA 10, C.P FRAY PEDRO AGUADO -COCINA-, CONSUMO PERIODO 22.07.11 AL 23.09.11"
2012-05-29,287.42,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL FUENTECILLA 18, C.P. NTRA SRA DEL ROSARIO, PERIODO 04.03.11 AL 06.04.11"
2012-05-29,290.73,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL LIBERTAD 108, EI JACARANDA , PERIODO 11.05 AL 07.06  2011"
2012-05-29,292.1,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL PIZARRO S/N, C.P VICENTE ALEIXANDRE COCINAS, PERIODO 24.05.11 AL 21.07.11"
2012-05-29,294.45,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL ARTEMISA 2, E.I. LOS OLIVOS -COCINAS-, CONSUMO PERIODO 21.07.11 AL 22.09.11"
2012-05-29,300.8,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,SUMINISTRO GAS EN LA CALDERA DE LA EI LOS PARAISOS DURANTE EL MES DE MAYO DE 2010
2012-05-29,300.8,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN PSO DEL PRADO 53 BJ, EI PARAISOS, PERIODO OCTUBRE 2010"
2012-05-29,300.8,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SERVICIO GAS NATURAL EN PSO DEL PRADO 53, E.I. PARAISOS, PERIODO DICIEMBRE 2010"
2012-05-29,300.8,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,SUMINISTRO GAS EN LA EI PARAISOS DURANTE EL MES DE SEPTIEMBRE DE 2010
2012-05-29,300.8,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,SUMINISTRO GAS EN LA CALDERA DE LA EI LOS PARAISOS DURANTE EL MES DE JULIO DE 2010
2012-05-29,300.8,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN PSO DEL PRADO 53 , GUARDERIA, PERIODO ENERO 2011"
2012-05-29,300.8,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO GAS NATURAL EN EI. PARAISOS, PSO DEL PRADO 53, PERIODO NOVIEMBRE 2010"
2012-05-29,300.8,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN PSO DEL PRADO 53, GUARDERIA, PERIODO FEBRERO 2011"
2012-05-29,301.7,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN PSO DEL PRADO 28, CP CRISTO DE LA SALUD, PERIODO 04.08-11.10 2011"
2012-05-29,306.87,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL FUENTECILLA 18, C.P. NTRA SRA. DEL ROSARIO, PERIODO 06.04.11 AL 11.05.11"
2012-05-29,315.74,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL PIZARRO S/N, C.P. VICENTE ALEIXANDRE, PERIODO 08.02.11 AL 10.02.11"
2012-05-29,326.51,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,SUMINISTRO GASNATURAL UNION FENOSA EN LA EI LOS OLIVOS DURANTE EL MES DE ABRIL DE 2010
2012-05-29,333.06,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN AV MAR EGEO 7, C.P. RAMON BAILLO, PERIODO 19.01.11 AL 23.03.11"
2012-05-29,354.18,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN AVD MAR EGEO 7, CP RAMON BAILLO C.CAL, PERIODO 13.09-07.10 2011"
2012-05-29,356.1,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL ARTEMISA S/N, C.P. ALARCON, PERIODO 18.01.11 AL 22.03.11"
2012-05-29,369.47,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL LIBERTAD 108, E.I JACARANDA, PERIODO 08.07.11 AL 04.08.11"
2012-05-29,377.52,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL DUQUE DE LERMA 10, C.P FRAY P AGUADO CALDERAS, PERIODO 26.05.11 AL 22.07.11"
2012-05-29,415.84,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SERVICIO GAS NATURAL EN CALLE ARTEMISA 6, E.I. LOS OLIVOS, PERIODO DICIEMBRE 2010"
2012-05-29,415.84,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL. ARTEMISA 6, E.I. LOS OLIVOS, PERIODO OCTUBRE 2010"
2012-05-29,415.84,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL. ARTEMISA 6 , EI LOS LIVOS, PERIODO ENERO 2011"
2012-05-29,415.84,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL ARTEMISA 6, E.I LOS OLIVOS, PERIODO FEBRERO 2011"
2012-05-29,415.84,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO GAS NATURAL EN CL ARTEMISA 6, E.I. LOS OLIVOS, PERIODO NOVIEMBRE 2010"
2012-05-29,415.84,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,SUMINISTRO GAS EN LA EI OLIVOS DURANTE EL MES DE JULIO DE 2010
2012-05-29,415.84,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,SUMINISTRO GAS EN LA CALDERA DE LA EI LOS OLIVOS DURANTE EL MES DE MAYO DE 2010
2012-05-29,415.84,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO GAS NATURAL CUOTA Nº 5, EN CALLE ARTEMISA 6, EI LOS OLIVOS, SEPTIEMBRE 2010"
2012-05-29,447.7,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL LIBERTAD 108, E.I JACARANDA, PERIODO 06.04.11 AL 11.05.11"
2012-05-29,448.95,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL DUQUE DE LERMA 10, C.P. FRAY P.AGUADO, PERIODO 13.12.10 AL 12.01.11"
2012-05-29,460.39,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL LIBERTAD 108, EI JACARANDA, PERIODO 09.09-07.10 2011"
2012-05-29,465.25,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL LIBERTAD 108, E.I JACARANDA, CONSUMO PERIODO 04.08.11 AL 09.09.11"
2012-05-29,471.72,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL. LIBERTAD 108, E.I. JACARANDA, PERIODO 13.09.10 A 13.10.10"
2012-05-29,475.62,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,CONSUMO DE GAS DEL 08/06/11 AL 07/07/11 EN E.I.JACARANDA.
2012-05-29,484.46,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL FUENTECILLA 18, C.P. NTRA SRA DEL ROSARIO, PERIODO 12.01.11 AL 08.02.11"
2012-05-29,494.33,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN PSO PRADO 28, CP. CRISTO DE LA SALUD, CONSUMO PERIODO 06.07.11 AL 04.08.11"
2012-05-29,499.47,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL PIZARRO S/N, C.P. VICENTE ALEIXANDRE, PERIODO 21.03.11 AL 23.05.11"
2012-05-29,518.2,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL DUQUE DE LERMA 10, C.P. FRAY P.AGUADO, PERIODO 25.11.10 AL 19.01.11"
2012-05-29,520.53,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN AVD HISPANOAMERICA 7, ESCUELA DE MUSICA, PERIODO 06.04.11 AL 11.05.11"
2012-05-29,523.71,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL DUQUE DE LERMA 10, C.P. FRAY PEDRO AGUADO, PERIODO 23.03.11 AL 25.05.11"
2012-05-29,571.47,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL DUQUE DE LERMA 10, C.P. FRAY P. AGUADO, PERIODO 04.03.11 AL 06.04.11"
2012-05-29,577.5,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN PSO PRADO 53 BJ, E.I PARAISOS, JUNIO 2011"
2012-05-29,577.5,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN PSO DEL PRADO 53, E.I. PARAISOS, PERIODO MAYO 2011"
2012-05-29,577.5,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN PSO PRADO 53, E.I. LOS PARAISOS -CALDERAS-, CUOTA 6 TOTAL PLAN SEPTIEMBRE 2011"
2012-05-29,577.5,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN PSO DEL PRADO 53, EI LOS PARAISOS C.CAL, OCTUBRE 2011"
2012-05-29,577.5,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,CONSUMO DE GAS MES DE JULIO EN CUARTO CALDERAS E.I. LOS PARAÍSOS.
2012-05-29,577.5,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN PSO DEL PRADO 53, E.I LOS PARAISOS, PERIODO ABRIL 2011"
2012-05-29,577.5,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN PSO DEL PRADO 53, E.I LOS PARAISOS CALDERAS, PERIODO AGOSTO 2011"
2012-05-29,578.73,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL ARTEMISA S/N, C.P. PEDRO ANTONIO ALARCON, PERIODO 06.04.11 AL 12.05.11"
2012-05-29,606.4,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL ARTEMISA 6, E.I. LOS OLIVOS -CALDERAS-, CUOTA 6 TOTAL PLAN SEPTIEMBRE 2011"
2012-05-29,606.4,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL ARTEMISA 6, E.I. LOS OLIVOS, PERIODO MAYO 2011"
2012-05-29,606.4,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL ARTEMISA 6, E.I LOS OLIVOS, JUNIO 2011"
2012-05-29,606.4,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL ARTEMISA 6, EI LOS OLIVOS CCALD, OCTUBRE 2011"
2012-05-29,606.4,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL ARTEMISA 6, E.I. LOS OLIVOS, PERIODO ABRIL 2011"
2012-05-29,606.4,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,FACTURACIÓN GAS NATURAL CUARTO CALDERAS MES DE JULIO EN E.I.LOS OLIVOS.
2012-05-29,606.4,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL ARTEMISA 6, E.I LOS OLIVOS CALDERAS, PERIODO AGOSTO 2011"
2012-05-29,642.95,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL FUENTECILLA 18, C.P. ROSARIO, PERIODO 24.11.10 AL 12.01.11"
2012-05-29,643.61,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL FUENTECILLA 18, C.P. ROSARIO, PERIODO 10.02.11 AL 04.03.11"
2012-05-29,707.98,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL DUQUE DE LERMA 10, C.P. FRAY P.AGUADO, PERIODO 25.11.10 AL 19.01.11"
2012-05-29,727.43,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL DUQUE DE LERMA 10, C.P. FRAY PEDRO AGUADO, PERIODO 10.02.11 AL 04.03.11"
2012-05-29,742.43,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL VALLE DE SAN SEBASTIAN 8, C.P. FUENTE DE LA VILLA, PERIODO 06.04.11 AL 12.05.11"
2012-05-29,768.18,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL FUENTECILLA 18, C.P. NTRA SRA DEL ROSARIO, PERIODO 04.03.11 AL 06.04.11"
2012-05-29,802.27,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL DUQUE DE LERMA 10, C.P. AGUADO, PERIODO 19.01.11 AL 23.03.11"
2012-05-29,809.73,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"CONSUMO DE GAS NATURAL EN CL FUENTECILLA 18, C.P. ROSARIO, PERIODO 13.12.10 AL 12.01.11"
2012-05-29,817.67,0,320,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,"SUMINISTRO DE GAS NATURAL EN CL ARTEMISA 4, C.P. PEDRO A. DE ALARCON, PERIODO 04.03.11 AL 06.04.11"
